,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
2345,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),19:30,03:45,08h 15m,INR 3300,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2346,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:00,06:15,08h 15m,INR 3000,42 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2347,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),14:30,22:45,08h 15m,INR 3000,30 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2348,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:30,00:45,08h 15m,INR 3300,50 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2349,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),23:30,07:45,08h 15m,INR 3300,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2350,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),17:00,03:15,10h 15m,INR 2500,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2351,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),15:33,02:35,11h 02m,INR 1169,37 Seats available,"4.2
5",https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
2352,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,04:05,09h 55m,INR 1169,22 Seats available,"4.0
11",https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
2353,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,04:50,09h 40m,INR 1169,33 Seats available,"4.7
14",https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
2354,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),23:00,10:00,11h 00m,INR 3300,47 Seats available,4.6,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
2355,PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),15:23,00:05,08h 42m,INR 1107,30 Seats available,"4.6
5",https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2356,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),15:53,02:35,10h 42m,INR 1107,37 Seats available,"3.1
5",https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2357,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:35,04:05,09h 30m,INR 1107,22 Seats available,"3.4
7",https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2358,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:30,04:50,09h 20m,INR 1107,33 Seats available,4.0,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2359,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),20:20,05:50,09h 30m,INR 1107,34 Seats available,4.0,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2360,Indo Canadian Transport Pvt. Ltd.,Volvo A/C Sleeper (2+1),14:35,23:00,08h 25m,INR 3850,42 Seats available,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2361,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),23:35,10:00,10h 25m,INR 3300,44 Seats available,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2362,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),14:35,23:00,08h 25m,INR 3000,42 Seats available,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2363,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),14:35,23:00,08h 25m,INR 3000,42 Seats available,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2364,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:35,00:30,07h 55m,INR 3300,39 Seats available,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2365,Indo Canadian Transport Pvt. Ltd.,Volvo A/C Sleeper (2+1),20:35,04:30,07h 55m,INR 3850,29 Seats available,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
2366,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),15:50,00:50,09h 00m,INR 1169,38 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
2367,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,06:20,09h 20m,INR 1169,38 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
2368,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,08:58,09h 00m,INR 1169,39 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
2369,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),23:30,09:15,09h 45m,INR 3300,49 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
2370,Indo Canadian Transport Pvt. Ltd.,NON AC Seater / Sleeper 2+1,13:50,23:35,09h 45m,INR 3300,45 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
2371,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),19:30,05:15,09h 45m,INR 3300,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
2372,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:30,02:15,09h 45m,INR 3300,50 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
2373,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),15:53,01:35,09h 42m,INR 983,37 Seats available,"2.6
5",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2374,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:35,03:25,08h 50m,INR 983,19 Seats available,"3.9
8",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2375,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:30,02:49,07h 19m,INR 983,28 Seats available,"4.4
12",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2376,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),20:20,03:49,07h 29m,INR 983,34 Seats available,4.0,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2377,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:20,04:45,07h 25m,INR 455,29 Seats available,"4.5
285",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2378,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06:55,07h 05m,INR 600,25 Seats available,"4.5
123",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2379,Laxmi holidays,VE A/C Sleeper (2+1),23:10,06:45,07h 35m,570,33 Seats available,"4.5
96",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2380,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:37,05:00,07h 23m,INR 600,23 Seats available,"4.5
72",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2381,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:55,06:00,07h 05m,INR 600,42 Seats available,"4.8
47",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2382,Zingbus Plus,Scania A/C Semi Sleeper (2+2),23:15,07:15,08h 00m,409,31 Seats available,"4.8
42",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2383,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:35,07:00,07h 25m,570,27 Seats available,"4.6
39",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2384,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:40,05:20,06h 40m,499,34 Seats available,"4.2
22",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2385,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,05:40,07h 25m,INR 600,19 Seats available,"4.8
29",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2386,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,06:20,07h 40m,INR 485,33 Seats available,"4.1
107",https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
2387,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,21:15,02:00,04h 45m,INR 691,32 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2388,NueGo,Electric A/C Seater/Sleeper (2+1),13:55,18:30,04h 35m,361,13 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2389,NueGo,Electric A/C Seater (2+2),14:30,20:00,05h 30m,285,9 Seats available,"3.1
355",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2390,AdKhurana Bus Service,Volvo A/C (2+2),21:10,02:35,05h 25m,400,32 Seats available,"3.6
48",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2391,FlixBus,Volvo A/C Seater (2+2),14:55,19:45,04h 50m,INR 384.56,32 Seats available,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2392,NueGo,Electric A/C Seater (2+2),15:30,21:00,05h 30m,285,36 Seats available,"3.7
314",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2393,NueGo,Electric A/C Seater (2+2),16:00,21:10,05h 10m,333,33 Seats available,"3.7
89",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2394,NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,285,36 Seats available,"3.6
310",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2395,FlixBus,AC Seater (2+2),17:00,23:05,06h 05m,INR 221.76,40 Seats available,"3.8
53",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2396,NueGo,Electric A/C Seater (2+2),17:30,22:55,05h 25m,285,39 Seats available,"4.1
406",https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
2397,RSRTC - 183801,Express Non AC Seater 2+3,15:30,21:00,05h 30m,INR 320,42 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2398,NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,356,13 Seats available,"3.3
343",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2399,NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,356,29 Seats available,"3.4
358",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2400,FlixBus,AC Seater (2+2),16:00,22:10,06h 10m,INR 221.76,22 Seats available,"4.2
15",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2401,NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,356,42 Seats available,"3.1
190",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2402,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,INR 400,18 Seats available,"4.4
164",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2403,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,630,33 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2404,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,475,12 Seats available,"4.6
313",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2405,KVS Holidays,A/C Seater / Sleeper (2+2),17:00,22:30,05h 30m,719,41 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2406,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),19:00,00:45,05h 45m,630,33 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
2407,HRTC - 620,Ordinary 3+2 Non AC Seater,15:10,20:40,05h 30m,INR 364,37 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2408,HRTC - 656,Ordinary 3+2 Non AC Seater,15:10,00:05,08h 55m,INR 461,31 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2409,HRTC - 603,Ordinary 3+2 Non AC Seater,16:40,23:10,06h 30m,INR 373,37 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2410,HRTC - 401270,Ordinary 3+2 Non AC Seater,17:05,21:05,04h 00m,INR 310,36 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2411,HRTC - 621,Ordinary 3+2 Non AC Seater,17:10,00:15,07h 05m,INR 364,28 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2412,HRTC - 955,Ordinary 3+2 Non AC Seater,17:40,23:55,06h 15m,INR 334,37 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2413,HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,00:10,04h 10m,INR 545,22 Seats available,"5.0
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2414,HRTC - 622,Ordinary 3+2 Non AC Seater,21:15,02:30,05h 15m,INR 369,37 Seats available,"3.3
5",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2415,Chandigarh Transport Undertaking (CTU) - 165844,HVAC Seater (2+3),16:18,20:48,04h 30m,INR 456.2,46 Seats available,"4.3
126",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2416,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,INR 449,22 Seats available,"4.6
10",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2417,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,550,14 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2418,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,03:10,05h 10m,650,21 Seats available,4.5,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
2419,HRTC - 1517,Ordinary 3+2 Non AC Seater,15:35,23:05,07h 30m,INR 461,37 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2420,HRTC - 1525,A/C Executive (2+3),18:30,01:30,07h 00m,INR 482,44 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2421,HRTC - 215,Ordinary 3+2 Non AC Seater,22:30,06:30,08h 00m,INR 530,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2422,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),14:40,19:00,04h 20m,688,38 Seats available,"3.2
116",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2423,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),16:00,20:40,04h 40m,688,36 Seats available,"3.7
98",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2424,Baru travels,A/C Seater / Sleeper (2+2),19:30,02:00,06h 30m,INR 500,41 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2425,New Pal Travels,A/C Sleeper (2+1),19:30,02:30,07h 00m,584,31 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2426,Jamna Travels-Jammu,AshokLeyland Stile A/C,20:30,01:30,05h 00m,INR 550,29 Seats available,"3.1
14",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2427,Harikesh Tour N Travels,A/C Sleeper (2+1),21:00,02:00,05h 00m,INR 550,22 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2428,Moon Light Travels Katra,A/C Sleeper (2+1),22:00,02:00,04h 00m,539,34 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2429,Moon Light Travels Katra,A/C Sleeper (2+1),21:15,02:00,04h 45m,539,24 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2430,Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:20,02:30,05h 10m,499,30 Seats available,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2431,Awadh Travels,A/C Sleeper (2+2),21:30,02:00,04h 30m,814,44 Seats available,3.8,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
2432,Chandigarh Transport Undertaking (CTU) - 165747,HVAC Seater (2+3),17:12,21:47,04h 35m,INR 308,47 Seats available,"4.3
14",https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
2433,City Land Travels,Volvo A/C Semi Sleeper (2+2),15:00,19:30,04h 30m,INR 458,14 Seats available,"4.1
151",https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
2434,HRTC - 902,Ordinary 3+2 Non AC Seater,16:30,01:25,08h 55m,INR 502,37 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2435,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,17:00,01:00,08h 00m,INR 519,27 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2436,HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,17:35,01:15,07h 40m,INR 867,30 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2437,HRTC - 925,A/C Executive (2+3),18:00,02:00,08h 00m,INR 531,37 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2438,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:00,01:00,07h 00m,INR 495,27 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2439,HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,18:30,01:15,06h 45m,INR 831,34 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2440,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,18:30,01:30,07h 00m,INR 503,21 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2441,HRTC - 925,A/C Executive (2+3),18:35,02:00,07h 25m,INR 509,44 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2442,HRTC - 43,Himsuta AC Seater Volvo/Scania 2+2,19:00,01:15,06h 15m,INR 852,33 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2443,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,19:00,01:30,06h 30m,INR 478,27 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2444,FlixBus,Volvo A/C Seater (2+2),18:00,01:10,07h 10m,INR 421.52,14 Seats available,4.1,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2445,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,01:00,06h 35m,523,22 Seats available,"4.9
80",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2446,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,01:00,06h 30m,523,22 Seats available,"4.4
69",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2447,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,01:00,06h 15m,630,22 Seats available,"4.9
21",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2448,City Land Travels,Volvo A/C Semi Sleeper (2+2),18:50,00:40,05h 50m,529,30 Seats available,3.6,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
2449,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:05,01:15,04h 10m,INR 550,18 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
2450,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:15,01:45,04h 30m,630,12 Seats available,"5.0
7",https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
2451,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,01:40,04h 10m,550,23 Seats available,"5.0
8",https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
2452,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:45,01:00,04h 15m,485,14 Seats available,2.7,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
2453,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),21:00,00:50,03h 50m,1214,34 Seats available,3.5,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
2454,HRTC - 1107,Ordinary 3+2 Non AC Seater,15:00,23:20,08h 20m,INR 507,36 Seats available,3.9,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
2455,HRTC - 1109,Ordinary 3+2 Non AC Seater,15:44,00:20,08h 36m,INR 513,37 Seats available,3.9,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
2456,HRTC - 1105,Ordinary 3+2 Non AC Seater,15:45,01:10,09h 25m,INR 505,36 Seats available,3.9,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
2457,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,16:30,00:05,07h 35m,INR 918,34 Seats available,3.9,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
2458,HRTC - 1101,Ordinary 3+2 Non AC Seater,17:00,01:05,08h 05m,INR 499,37 Seats available,3.9,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
2459,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,17:00,00:40,07h 40m,INR 563,11 Seats available,"4.0
4",https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
